Kecamatan,Kabupaten,Nama objek,Nomor Lokasi Keterdapatan,Komoditi,Kode Unsur,Kelompok Mineral Logam,Lokasi Keterdapatan,Provinsi,Status Penyelidikan Mineral Logam,Bijih Terbukti (Ton),Logam Terbukti (Ton),keteragan,acuan,objectid,longitude,latitude,Jenis Izin,Lokasi Tambang,Luas Wilayah,Tanggal Berakhir SK,Tanggal Berlaku SK,Mine_port(meter),Mine_road(meter),Mine_Smelter(meter),Produksi Tahunan (ton),Target Produksi Harian (ton),Produksi Aktual Harian (ton),Pencapaian (%),Jumlah Ekskavator,Jumlah Truk Tambang,Ketersediaan Fisik (PA) %,Penggunaan Ketersediaan (UA) %,Jam Downtime,Konsumsi BBM (Liter),Biaya Penambangan per Ton (Rp),Biaya Pengangkutan per Ton (Rp),Biaya Penanganan Pelabuhan per Ton (Rp),Biaya Pemrosesan Smelter per Ton (Rp),AISC per Ton (Rp),CAPEX / OPEX,TRIFR,LTIFR,Jumlah Insiden,Indikator Fatalitas,Harga Nikel Historis (Rp/Ton),Nilai Tukar (Rp/USD),Pembeli / Offtaker,Jenis Kontrak
Kotamaba,Halmahera Timur,Nikel Wailukum,1.427.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Wailukum,Maluku Utara,Operasi Produksi,53956.602,0,-,"PT Alngit Raya, 2013",1436,128.206,0.775,IUP,"Desa Wailukum, Kec.Kota Maba, Kab. Halmahera Timur",137.1,"Januari 23, 2032","Agustus 2, 2012",8292.971,121.625,9088.818,1240986,1831,1695,92.57,14,47,93.62,83.38,30.6,9965,313996,86898,65517,528064,994475,OPEX,0.99,0.49,1,Tidak,337847215,15782,PT IWIP,CIF
Kotamaba,Halmahera Timur,Nikel Fritu,1.428.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Fritu,Maluku Utara,Operasi Produksi,4532300,53956.602,Limonit-Saprolit,"PT Harum Sukses Mining, Laporan RKAB Tahun 2021",1437,128.152,0.599,IUP,Desa Fritu Kec Weda Utara Kab Halmahera Tengah,990,"Desember 28, 2030","Desember 28, 2009",27931.772,3609.919,22113.934,782337,5014,4749,94.71,18,60,85.26,71.05,29.8,14848,395109,146999,50793,775480,1368381,CAPEX,0.86,0.31,1,Tidak,319197727,15787,PT IWIP,FOB Motorship
Wasile,Halmahera Timur,Nikel Subaim,1.600.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Subaim,Maluku Utara,Operasi Produksi,11800000,131880,"Blok Meja River 1, Meja River 2, dan Oviang","PT Indo Bumi Nikel, Laporan RKAB Tahun 2021",1451,128.197,1.021,IUP,Kec. Wasile dan Wasile Timur Kab Halmahera Timur,2117,"Desember 7, 2029","Desember 7, 2009",22516.268,3101.367,20297.227,994791,1672,1691,101.14,27,63,89.25,88.91,42.6,20543,230856,67480,65679,547337,911352,CAPEX,0.76,0.31,2,Tidak,342428975,15891,PT Aneka Tambang,Spot Contract
Kotamaba,Halmahera Timur,Nikel Wailukum 1,1.936.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Wailukum 1,Maluku Utara,Operasi Produksi,66560001,817647.0523,Limonit-Saprolit (Blok Mana I-III),"PT Position, Laporan RKAB Tahun 2019",1468,128.16,0.542,IUP,Kec. Maba Kota Kb. Halmahera Timur,4017,"Desember 12, 2037","Desember 12, 2017",33430.916,2126.76,19801.427,1490898,3349,3021,90.21,20,40,87.57,77.85,9.9,16613,221111,87699,64256,747757,1120823,CAPEX,0.39,0.49,1,Tidak,292794599,15832,PT IWIP,FOB Motorship
Kotamaba,Halmahera Timur,Nikel Weda,2.189.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Weda,Maluku Utara,Operasi Produksi,29466400,337308.5275,"Utara, Tengah, Selatan","PT Wana Kencana Mineral, Laporan RKAB Tahun 2020 (Tabulasi Dinas ESDM Provinsi)",1539,128.106,0.795,IUP,"Kec Wasile Selatan, Kab Halmahera Timur. Kec Weda, Kab Halmahera Tengah",24700,"Mei 9, 2036","Mei 9, 2016",17444.246,6350.331,16828.893,716786,3837,3929,102.4,16,46,95.12,88.48,15.1,12038,388215,71957,79640,614869,1154681,CAPEX,1.34,0.04,0,Tidak,332161313,15777,PT IMIP,FOB Motorship
Wasile Selatan,Halmahera Timur,Nikel Wasile 2,2.191.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Wasile 2,Maluku Utara,Operasi Produksi,8225000,97877.5,"Kadar Ni 1,7%","PT Mega Haltim Mineral, Laporan RKAB Tahun 2021",1541,127.925,0.731,IUP,Weda Kec. Wasile Selatan Kab.,13510,"November 9, 2030","November 9, 2016",38714.987,56.244,29018.244,1516554,2867,2949,102.86,25,54,96.19,81.58,40.7,16811,393360,122822,54432,586957,1157571,OPEX,2.24,0.49,1,Tidak,322726723,15541,PT Vale Indonesia,CIF
Wasile,Halmahera Timur,Nikel Batu Raja,2.552.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Batu Raja,Maluku Utara,Operasi Produksi,1410000,18204.2,"Lapisan OB, limonit dan saprolit, kadar Ni 0.9% s.d. 3,17%","PT Alam Raya Abadi, Laporan RKAB Tahun 2020 (Tabulasi Dinas ESDM Provinsi)",1574,128.144,1.048,IUP,Kec. Wasile,924,"Oktober 29, 2027","Juni 18, 2020",27577.679,2010.592,25296.576,655104,1999,1911,95.6,27,62,88.21,70.09,43.2,24579,233472,96392,47076,518747,895687,CAPEX,1.65,0.1,0,Tidak,306252812,15997,PT IWIP,CIF
Kota Maba,Halmahera Timur,Nikel Soa Gimalaha,2.798.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Soa Gimalaha,Maluku Utara,Operasi Produksi,6875654,0,Saprolit dan limonit,"PT Adhita Nikel Indonesia, Laporan RKAB Tahun 2021",1616,128.2816,0.6194,IUP,"Desa Soagimalaha Kec Kota Maba, Kab. Halmahera Timur",2000,"Maret 10, 2031","Maret 10, 2011",23120.86,3004.079,25211.357,762777,2188,2020,92.32,28,38,93.68,70.77,49.8,14081,280341,109311,56337,734281,1180270,OPEX,1.4,0.31,1,Tidak,267950517,15988,PT GNI,CIF
Kota Maba,Halmahera Timur,Nikel Wailukum 2,2.817.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Wailukum 2,Maluku Utara,Operasi Produksi,0,0,"Blok Barat kadar Ni 1,6%","PT Haltim Mining, Persetujuan dan Evaluasi Laporan RKAB Tahun 2021",1635,128.231,0.7376,IUP,Desa Wailukum Kec.Maba Kota Kab Halmahera Timur,122.7,"Agustus 18, 2031","Oktober 19, 2011",10410.107,521.138,12039.842,1381466,4781,4734,99.02,15,56,86.68,83.61,44.3,22554,325327,144256,38142,424252,931977,CAPEX,1.19,0.21,0,Tidak,305759859,15601,PT IMIP,CIF
Maba,Halmahera Timur,Nikel Buli Karya,2.818.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Buli Karya,Maluku Utara,Operasi Produksi,18000000,224784,Limonit-saprolit,"PT Priven Lestari, Laporan RKAB Tahun 2021",1636,128.181,0.9004,IUP,Kec. Maba dan Maba Kota Kab. Halmahera timur,4953,"Juli 17, 2037","Juli 17, 2018",11894.788,8175.22,9719.919,1690224,2706,2484,91.8,24,45,88.58,81.25,45,20379,239045,102105,35588,587549,964287,OPEX,1.27,0.19,0,Tidak,340134954,15661,PT Vale Indonesia,Spot Contract
Maba Kota,Halmahera Timur,Nikel Mabapura,2.853.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Mabapura,Maluku Utara,Operasi Produksi,0,0,"Kadar Ni 1,79%","PT Makmur Jaya Lestari, Persetujuan dan Evaluasi Laporan RKAB Tahun 2021",1650,128.205,0.8112,IUP,Desa Maba Kota Kab. Halmahera Timur,394.1,"Oktober 29, 2028","Oktober 29, 2009",6311.443,96.732,6143.022,755889,2672,2551,95.47,21,42,86.8,70.53,19.1,10327,265247,123414,55958,547551,992170,CAPEX,0.68,0.47,2,Tidak,348460737,16035,PT Vale Indonesia,Spot Contract
Kota Maba,"Halmahera Timur, Halmahera Tengah",Nikel Maba Sangaji,2.852.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Maba Sangaji,Maluku Utara,Operasi Produksi,0,0,Blok A-Blok F,"PT Wana Halmahera Barat, Persetujuan dan Evaluasi Laporan RKAB Tahun 2021",1649,128.077,0.713,IUP,"Kec Weda, Wasile Selatan Kab. Halmahera Tengah",3986,"Agustus 30, 2038","Agustus 30, 2018",23915.298,7953.8,24056.697,949989,5185,5412,104.38,18,53,88.69,84.87,23.1,9239,279057,59790,71270,617356,1027473,CAPEX,2.09,0.07,0,Tidak,294806665,15676,PT IMIP,FOB Motorship
Seram Barat,Seram Bagian Barat,Nikel Piru,1.438.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Piru,Maluku,Operasi Produksi,24125130,379348.1853,-,"PT Manusela Prima Mining (545-236.a Tahun 2009), Laporan RKAB Tahun 2021",1446,128.099,-3.111,IUP,DESA PIRU KEC. SERAM BARAT KAB,4389,"Oktober 15, 2029","Oktober 15, 2009",97056.749,458.016,189482.436,1887680,1989,2087,104.93,17,49,93.77,87.04,17.1,20174,328312,71524,56662,501819,958317,CAPEX,0.66,0.5,2,Tidak,274790168,15946,PT Aneka Tambang,FOB Motorship
